x, y
121.569244, 27.909306
32.275017, 19.522346
147.998077, 30.240849
25.938524, 31.820904
7.055836, 26.321354
132.859711, 16.510836
173.876694, 29.458931
212.467148, 27.723486
4.367827, 21.368149
7.304738, 24.651909
34.987984, 32.323524
208.511154, 19.820724
47.184483, 19.374123
168.302582, 34.633572
190.248856, 18.573172
141.353027, 31.063658
42.551418, 22.566425
204.777359, 28.028357
155.892197, 17.726221
215.303009, 23.308708
86.651367, 15.698903
34.690224, 26.785761
71.284317, 28.830015
3.252896, 16.784988
82.667114, 25.653257
186.954010, 30.162941
18.564297, 34.182041
191.535873, 13.579573
45.450275, 33.163727
53.261192, 23.880974
132.802643, 29.507841
213.572006, 21.551456
189.085709, 34.667683
77.965950, 29.900276
44.351185, 23.759388
114.038284, 29.277340
143.549713, 33.798546
154.870041, 15.116082
154.398544, 25.345263
89.245682, 30.826162
20.541714, 34.463753
97.548981, 24.031744
76.054955, 21.478558
181.460892, 16.170357
182.257278, 33.625046
103.073853, 17.742334
33.058090, 33.504086
138.788315, 21.723377
171.529358, 12.048376
164.047379, 23.901180
77.690491, 28.030260
39.817356, 31.952213
96.698334, 19.122471
134.561279, 34.384274
28.724474, 20.573828
126.486336, 29.287275
142.726608, 28.226982
182.673416, 22.493362
60.371227, 26.979113
137.783600, 30.383314
58.263512, 23.974012
81.233185, 21.235430
27.772156, 27.278311
97.263687, 34.608505
90.488853, 26.062185
144.142960, 28.409399
55.228165, 16.733091
79.908646, 33.737358
182.473099, 31.145733
52.500706, 26.171730
42.583134, 30.767679
186.795181, 27.106697
210.393295, 29.474998
145.937759, 34.235561
131.403091, 21.735714
156.996613, 22.192074
50.255272, 27.276260
58.854885, 27.966248
19.010050, 30.988642
10.183617, 19.375286
129.882553, 34.110371
88.051491, 17.731012
54.578255, 28.021482
13.460361, 30.770475
9.676504, 23.003977
98.317909, 25.476244
83.861572, 34.689697
94.346657, 26.051668
59.572033, 13.315000
96.430244, 30.220430
182.110260, 29.037085
7.704159, 16.130136
215.174927, 27.916298
34.404415, 27.389997
98.433838, 14.792080
159.554947, 31.649609
6.538762, 29.571318
99.443207, 22.103519
74.303268, 29.975676
6.034567, 22.049540
163.498749, 29.229828
0.942501, 33.775589
164.612076, 17.500847
133.055527, 32.397358
54.421917, 25.763952
55.429325, 34.284916
94.518929, 32.283936
162.524582, 28.484085
171.832550, 34.570007
74.287003, 27.534313
29.201027, 29.332785
96.328445, 31.699007
11.861209, 7.722041
61.028442, 13.686287
162.312180, 25.648668
130.530670, 15.147972
124.244972, 31.458897
56.115349, 29.764601
78.646629, 22.199457
30.012959, 24.319593
190.366714, 33.659569
194.385147, 28.629467
148.548904, 27.828508
127.042046, 31.876099
57.474941, 25.814842
128.857925, 30.346796
21.309029, 26.270472
29.558687, 28.590422
173.774780, 22.603558
77.476082, 34.306454
8.411708, 29.541586
68.262703, 23.253952
199.161194, 32.367638
195.914215, 34.130695
193.674316, 33.113144
45.102585, 17.186325
150.265579, 30.258720
211.567322, 31.190222
211.509689, 18.614594
150.130951, 17.016651
144.422348, 25.126236
91.255562, 31.944973
170.723938, 31.697496
63.000076, 34.302044
60.908989, 33.167042
27.095875, 20.976349
85.365784, 33.844551
102.006508, 24.606443
34.677399, 15.777612
128.290817, 23.269367
191.447311, 14.866981
183.386276, 32.468853
87.303925, 26.320927
9.866029, 23.523197
182.154175, 14.185596
88.189186, 23.306204
80.062370, 28.302876
140.264267, 32.368423
74.913773, 31.129583
39.081333, 26.670050
107.162094, 23.163658
180.046310, 25.492678
68.757271, 34.696812
188.749908, 29.948915
44.212158, 23.504642
197.383545, 23.985720
122.766342, 30.673979
66.753410, 34.629204
101.284302, 32.082787
106.387680, 32.497158
120.386101, 19.452753
210.264725, 22.940632
59.999958, 24.210997
37.236664, 26.729820
177.820419, 24.587702
65.687851, 33.860703
137.225952, 33.246037
6.120720, 33.434780
96.140465, 13.754357
212.564240, 25.220049
99.996460, 27.028870
111.887085, 20.490862
210.277481, 29.005085
109.233398, 24.521534
186.979660, 31.692371
119.427856, 32.788525
91.187073, 31.960966
76.400703, 28.360653
115.325844, 29.444248
149.717422, 33.271290
50.051514, 30.159096
195.290390, 17.917570
170.822754, 28.292780
73.675583, 18.245756
150.360855, 32.035103
89.588402, 20.777903
11.448076, 31.987741
4.466379, 19.227760
85.423737, 34.192478
44.421482, 20.692572
159.405502, 33.067841
53.920467, 30.489809
102.725700, 26.615877
139.672363, 34.091286
73.654945, 33.333405
145.732452, 14.652601
47.610802, 34.614918
175.185410, 24.944464
86.647766, 27.862392
44.300194, 19.430897
6.494488, 32.037483
63.332977, 27.155085
192.866272, 21.951283
56.634949, 30.071993
182.090500, 33.303421
128.343430, 28.788387
136.215866, 29.805662
6.794527, 33.954838
184.787292, 31.377493
180.673462, 32.989738
92.600052, 8.083341
50.531250, 9.266782
98.488052, 29.338604
188.894028, 26.626253
144.873718, 12.585750
39.382915, 29.241961
170.578232, 24.712677
56.420990, 31.758898
112.683220, 31.417757
27.542229, 17.470659
25.258022, 29.444778
40.903206, 26.423922
25.067274, 31.911087
145.134064, 30.420183
36.391743, 28.269728
167.987732, 26.833330
161.379059, 24.266037
59.191002, 31.120455
206.858139, 26.393303
213.488022, 31.861570
58.877422, 21.987059
10.537048, 30.146963
105.908035, 34.724388
154.340683, 17.530003
119.838562, 20.183529
201.850693, 25.609575
214.120575, 31.221684
55.122627, 27.041437
104.657593, 24.611095
197.541412, 31.071642
32.253925, 27.139603
206.664047, 28.174644
146.843048, 31.332129
208.190475, 21.230913
116.632347, 24.283960
143.079407, 32.510181
149.078430, 33.918892
30.980122, 34.688717
101.730957, 30.762114
2.733886, 33.625019
2.957460, 32.576469
58.336765, 21.279045
136.908020, 20.581276
52.351482, 22.124649
165.167130, 25.229801
172.315033, 29.753862
162.093628, 30.436445
81.804405, 28.556131
105.591164, 29.971603
6.957762, 19.280949
161.798645, 21.871717
195.737473, 22.119356
58.564503, 33.442257
97.309883, 15.636045
213.416107, 33.805855
211.515045, 27.450005
140.339035, 31.974497
98.737846, 30.794395
144.235428, 18.309675
59.468868, 32.739578
129.573395, 21.034630
155.600906, 30.707499
92.715340, 31.306324
172.994019, 27.148388
197.414520, 34.660259
140.664825, 26.956345
215.711044, 24.589926
64.509850, 20.002747
11.619219, 22.949118
109.226784, 34.232998
0.897452, 27.901400
48.283665, 11.298279
141.672531, 29.952793
214.806366, 18.105268
96.570427, 26.823175
156.970459, 18.367527
205.408524, 32.153057
22.839754, 22.974794
87.505905, 16.844477
43.773502, 26.807138
33.507412, 26.824453
82.290970, 24.084639
95.342644, 33.282391
65.059807, 15.824282
178.579910, 28.470732
82.429649, 29.153290
97.582230, 29.078161
181.278641, 28.235996
63.880688, 33.551075
168.447189, 34.528645
195.401337, 30.161989
190.472000, 24.849916
51.991043, 30.595797
99.510460, 33.786221
96.128159, 31.561090
14.239876, 24.492800
161.360352, 32.809853
149.626724, 19.929152
189.076584, 29.792545
48.741062, 10.910316
132.795563, 13.839166
109.642113, 26.775806
210.251617, 22.290318
92.914955, 19.082432
66.237000, 28.433481
126.532097, 24.701420
211.446182, 32.285038
15.414974, 23.402643
211.752884, 32.035389
168.431366, 31.888542
159.650040, 32.551342
199.787750, 19.339424
189.257904, 21.914639
157.516769, 32.094402
145.956619, 30.920622
64.228783, 31.029251
145.988403, 32.932003
214.729813, 19.566969
155.851059, 30.473335
34.741787, 33.197399
39.615555, 20.172892
14.340940, 31.976757
13.279468, 33.183796
151.891800, 19.357832
31.143034, 30.735289
169.592209, 34.043198
198.836731, 30.223804
86.952454, 24.934965
191.150360, 32.416733
186.308640, 26.606283
50.355286, 31.730850
188.051498, 24.446762
28.874540, 22.828012
45.408699, 23.914129
134.030991, 24.562042
4.008516, 34.524879
27.987083, 11.601797
211.580597, 30.362104
96.209213, 31.903173
140.585434, 24.261448
121.649887, 27.724728
0.620280, 32.339821
79.822418, 11.902745
21.226469, 30.890343
146.915604, 33.048172
92.498795, 30.878805
105.495415, 33.380402
70.350655, 27.879507
145.953979, 26.536121
178.912537, 33.801521
194.196869, 31.824940
38.251183, 33.177299
71.763115, 26.311209
48.857079, 33.697811
128.152542, 21.341635
37.460876, 32.464382
176.006027, 29.362020
197.343933, 22.890715
189.628555, 34.661678
83.881477, 32.043758
158.918610, 33.299545
178.705139, 5.236411
184.511246, 20.131840
85.777512, 15.783493
115.773170, 23.106714
93.577530, 33.744789
13.853072, 34.451317
146.872330, 26.812525
68.331749, 31.452778
64.341797, 24.006809
211.683121, 16.421783
52.899559, 29.086987
71.997276, 22.287519
